item,freq
7,117
5,115
8,114
4,114
6,106
9,89
10,58
3,54
11,53
12,33
14,21
2,20
13,19
15,16
16,15
17,12
20,9
18,9
24,6
19,5
22,4
21,4
26,3
27,2
23,2
1,2
35,1
37,1
29,1
